cameras,started,alive_at_end,capture_fps_per_cam,ai_fps_per_cam,aggregate_ai_fps,frame_age_p50,frame_age_p95,frame_age_p99,infer_latency_p95,read_wait_p50,cpu,ram,threads,drops,failures,devices,device_transitions,stable,samples,duration_s
5,5,5,24.888745465377653,4.830681673245609,24.153408366228042,80.17086982727051,100.04115104675293,103.59501838684082,2.6,39.193769998746575,4.605405405405405,10.5,29,0,0,CUDA:0,,yes,37,75
30,30,30,24.934759403764343,4.760925858404815,142.82777575214445,75.01816749572754,93.17302703857422,96.84133529663086,1.2,39.35027199986507,22.14864864864865,13.205405405405404,104,0,0,CUDA:0,,yes,37,75
